seed_id,category,summary,best_variant,worst_variant,original_headline,original_rationale,original_clickbait_penalty,original_faithfulness,original_clarity,original_specificity,original_attractiveness,original_non_clickbait,original_overall,zero_shot_headline,zero_shot_rationale,zero_shot_clickbait_penalty,zero_shot_faithfulness,zero_shot_clarity,zero_shot_specificity,zero_shot_attractiveness,zero_shot_non_clickbait,zero_shot_overall,optimized_headline,optimized_rationale,optimized_clickbait_penalty,optimized_faithfulness,optimized_clarity,optimized_specificity,optimized_attractiveness,optimized_non_clickbait,optimized_overall,agentic_selected_headline,agentic_selected_rationale,agentic_selected_clickbait_penalty,agentic_selected_faithfulness,agentic_selected_clarity,agentic_selected_specificity,agentic_selected_attractiveness,agentic_selected_non_clickbait,agentic_selected_overall,zero_shot_local_final_score,zero_shot_local_quality_reward,zero_shot_local_pairwise_reward,zero_shot_local_pred_faithfulness,zero_shot_local_pred_clarity,zero_shot_local_pred_specificity,zero_shot_local_pred_overall,optimized_local_final_score,optimized_local_quality_reward,optimized_local_pairwise_reward,optimized_local_pred_faithfulness,optimized_local_pred_clarity,optimized_local_pred_specificity,optimized_local_pred_overall,agentic_selected_local_final_score,agentic_selected_local_quality_reward,agentic_selected_local_pairwise_reward,agentic_selected_local_pred_faithfulness,agentic_selected_local_pred_clarity,agentic_selected_local_pred_specificity,agentic_selected_local_pred_overall,agentic_vs_zero_overall_delta,agentic_vs_optimized_overall_delta,agentic_vs_zero_faithfulness_delta,agentic_vs_zero_clarity_delta,agentic_vs_zero_specificity_delta,agentic_vs_zero_attractiveness_delta,agentic_vs_zero_non_clickbait_delta,agentic_vs_zero_local_delta,agentic_vs_optimized_local_delta,case_type,agentic_loss_dimensions_vs_zero
69,lifestyle,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,zero_shot,agentic_selected,13 Things You Never Knew About Manatees,Directly matches the summary with a clear list format.,0.99997973,5,5,4,4,5,4,13 Fascinating Facts About Manatees You May Not Know,Accurately reflects the content while sounding engaging.,0.9999776,5,5,4,5,5,5,Manatees Display Unique Behaviors and Characteristics,"Describes manatees well, but lacks the list element that captures the summary.",0.26178342,4,5,3,4,5,4,13 Unique Insights into the Lives of Manatees,Insightful but does not clearly indicate a list format which is prominent in the summary.,0.9999683,4,5,4,4,5,4,5.9754877,4.7085123,0.7143781,4.8592625,4.879689,4.7151227,4.7891426,5.0872884,3.9261594,0.347813,4.048188,4.4373617,3.3505294,3.722336,5.456537,4.431267,0.4091918,4.627527,4.771125,4.1196766,4.3954487,-1,0,-1,0,0,-1,0,-0.5189507000000004,0.3692485999999997,zero_shot_beats_agentic,"faithfulness, attractiveness"
70,sports,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.",zero_shot,original,"Super sad' Nadal out of Paris Masters, doubt for ATP Finals","While it conveys the main event, it includes subjective language ('super sad') which detracts from a neutral tone.",7.7158984e-05,4,4,4,3,4,3,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,Accurate and straightforward without unnecessary embellishments.,0.0001246982,5,5,5,4,5,5,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,"Same quality as zero_shot, clear and factual.",0.0001246982,5,5,5,4,5,5,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,"Identical to previous options, maintaining strong clarity and faithfulness.",0.0001246982,5,5,5,4,5,5,6.5148845,4.684062,0.88480824,4.8567114,4.872182,4.666294,4.768574,6.5148845,4.684062,0.88480824,4.8567114,4.872182,4.666294,4.768574,6.5148845,4.684062,0.88480824,4.8567114,4.872182,4.666294,4.768574,0,0,0,0,0,0,0,0.0,0.0,tie_or_mixed,
71,finance,"A nearly 8,000 square-foot mansion in Scottsdale with a finished basement was among this week's priciest homes sold in metro Phoenix.",zero_shot,original,"A Scottsdale mansion with a rooftop view deck, home theater sells for $2.65M",Includes details not mentioned in the summary.,0.000106684216,3,4,3,4,4,3,Scottsdale Mansion Among Metro Phoenix's Priciest Home Sales This Week,Accurately reflects the summary without extraneous details.,0.0407836,5,5,4,4,5,5,Scottsdale Mansion Among Metro Phoenix's Priciest Home Sales This Week,"Identical to zero_shot, well-crafted and faithful to summary.",0.0407836,5,5,4,4,5,5,Scottsdale Mansion Among Priciest Homes Sold This Week,"Straightforward and accurate, captures main points of summary.",0.008039768,5,5,4,4,5,5,6.577266,4.716689,0.98203886,4.865999,4.876877,4.7508526,4.807577,6.577266,4.716689,0.98203886,4.865999,4.876877,4.7508526,4.807577,6.5540857,4.7145295,0.89219224,4.863401,4.880082,4.742587,4.8054457,0,0,0,0,0,0,0,-0.02318029999999993,-0.02318029999999993,tie_or_mixed,
72,health,Connor Murphy posted a video to his YouTube channel in 2016 that highlights the ways people can manipulate their appearance for photos.,optimized,original,A bodybuilder showed how fitness influencers can make their bodies look Instagram-perfect in before-and-after photos,Mentions fitness influencers but adds a comment on Instagram that isn't detailed in the summary.,0.99996614,4,4,4,3,4,3,Connor Murphy's 2016 YouTube Video Highlights Photo Appearance Manipulation Techniques,"Accurately reflects the content, is clear and specific without being misleading.",0.9998982,5,5,5,4,5,5,Connor Murphy Describes Appearance Manipulation Techniques in 2016 Video,Effectively summarizes the video content in a clear and specific way.,0.99960154,5,5,5,4,5,5,Connor Murphy Highlights Photo Manipulation Strategies in 2016 YouTube Video,"Accurate representation of the video and its content, clear and specific.",0.009011355,5,5,5,4,5,5,6.13054,4.7141347,1.0726571,4.867812,4.8701515,4.7449684,4.812809,6.098426,4.7102237,0.9979957,4.8711166,4.8711853,4.741049,4.8008575,6.623723,4.717072,1.0537984,4.8709254,4.8676662,4.7573037,4.8112397,0,0,0,0,0,0,0,0.49318300000000015,0.5252970000000001,tie_or_mixed,
73,lifestyle,"If you love Halloween, this spooky wedding shoot is a great way to get a little dark inspiration for your big day.",zero_shot,original,"This Halloween Corn Maze Wedding Is Dark, Sophisticated, and Bone-Chillingly Beautiful","While it captures the theme well, the term 'bone-chillingly beautiful' could be seen as overly dramatic.",0.9999758,4,4,3,5,3,4,Spooky Wedding Shoot Offers Dark Inspiration for Halloween Lovers,It accurately captures the essence of the summary in a clear and appealing way.,0.99993205,5,5,4,4,5,5,Halloween Wedding Shoot Highlights Dark-Themed Inspirations for Ceremonies,It effectively conveys the theme while remaining precise and engaging.,0.9997918,5,5,4,4,5,5,Spooky Wedding Shoot Offers Halloween Inspiration for Your Big Day,Clearly reflects the summary and appeals to the target audience without exaggeration.,0.9999497,5,5,4,4,5,5,6.0404067,4.7166,0.8534025,4.860353,4.8771334,4.7326155,4.7998986,5.914695,4.6509085,0.7589252,4.80589,4.847642,4.6195536,4.7224245,6.0780296,4.7202177,0.9349276,4.8607883,4.8744373,4.7453947,4.8009343,0,0,0,0,0,0,0,0.03762289999999968,0.16333459999999977,tie_or_mixed,
74,news,"3 ON YOUR SIDE (3TV) - The 3 On Your Side Team gets a lot of emails from viewers wondering if certain phone calls are legit or scams. So, we want to share some of those calls with you, so you know what to look out for. [WATCH: 3 On Your Side warns about scam phone calls] First up, there's one call we've been getting a lot of questions about regarding the Social Security Administration. Here's a sample. ""This call is from the Department of Social...",zero_shot,original,Don't be duped by 'phony' phone calls,The headline is vague about specifics related to the scams.,0.9999181,3,4,2,3,4,3,3 On Your Side shares tips to identify scam phone calls,This headline is informative and directly addresses the content.,0.0011284407,5,5,4,4,5,5,3 On Your Side shares tips to identify scam phone calls,"Identical to the zero_shot, effectively conveys the core message.",0.0011284407,5,5,4,4,5,5,3 On Your Side Warns of Social Security Administration Scam Calls,Highlights the specific scam while remaining engaging and clear.,0.00017306625,5,5,5,4,5,5,6.030445,4.3953934,0.6588421,4.628233,4.7576857,4.1133575,4.376608,6.030445,4.3953934,0.6588421,4.628233,4.7576857,4.1133575,4.376608,6.1533055,4.4539967,0.74641275,4.6822042,4.785039,4.246336,4.4719133,0,0,0,0,1,0,0,0.12286049999999982,0.12286049999999982,tie_or_mixed,
75,travel,"Winter is not stopping Milwaukee's pilot scooter program even if snow did for a day. The city ordered scooter companies to move the vehicles off the streets before Thursday's storm. Scooters were back on Milwaukee's streets Friday after the Halloween snowstorm forced them into temporary storage according to a Lime spokesman. ""We monitor the weather in addition to a number of other things we do. And our robust operations staff decided to pull...",zero_shot,original,Snow puts skids on scooters for day,Captures the impact of snow but lacks detail about the program's resumption.,0.0008529665,3,4,3,3,4,3,Milwaukee scooter program resumes operations after brief winter weather break,Clearly conveys the resumption of operations with specific context.,6.8424575e-05,5,5,5,4,5,5,Milwaukee scooter program resumes operations after brief winter weather break,Duplicates zero_shot; effectively summarizes the story.,6.8424575e-05,5,5,5,4,5,5,Milwaukee's Scooter Program Resumes Operations After Halloween Snowstorm,Accurately represents the situation with a clear and engaging headline.,0.00071430206,5,5,5,4,5,5,6.602837,4.7089005,1.0220531,4.8764324,4.884158,4.7082515,4.7975254,6.602837,4.7089005,1.0220531,4.8764324,4.884158,4.7082515,4.7975254,6.589666,4.699949,1.0267048,4.8694296,4.884919,4.6774864,4.7894487,0,0,0,0,0,0,0,-0.013170999999999822,-0.013170999999999822,tie_or_mixed,
76,news,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,zero_shot,original,Rep. Hoyer: I'll reserve judgment until I hear all testimony,Accurately reflects Hoyer's position but is a bit less specific about the diplomats.,0.0008823743,5,5,4,3,5,4,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,"Clear, specific, and accurately captures the essence of the discussion.",7.842159e-05,5,5,5,4,5,5,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,"Identical to zero_shot, effectively communicates the topic.",7.842159e-05,5,5,5,4,5,5,Steny Hoyer Discusses Impeachment Decision After Hearing with Kent and Taylor,"Clearly presents the key figures and event, maintaining accuracy.",8.614093e-05,5,5,5,4,5,5,6.6614814,4.7098775,1.1509342,4.8717422,4.877677,4.7465363,4.8027105,6.6614814,4.7098775,1.1509342,4.8717422,4.877677,4.7465363,4.8027105,6.623089,4.7022305,1.0745311,4.8704424,4.8777537,4.735626,4.800133,0,0,0,0,0,0,0,-0.038392400000000215,-0.038392400000000215,tie_or_mixed,
77,sports,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",original,agentic_selected,49ers offense still at less than full strength ahead of game vs. Arizona,Directly conveys the state of the 49ers' offense while being clear and specific.,7.8045436e-05,5,5,5,4,5,5,49ers offense shows potential injuries ahead of game against Arizona,Suggests potential injuries but lacks specific details on player participation.,7.25695e-05,4,4,4,3,5,4,49ers offense shows potential injuries ahead of game against Arizona,Similar to zero_shot; implies issues without stating specific injuries.,7.25695e-05,4,4,4,3,5,4,49ers' Jimmy Garoppolo Faces Offensive Challenges Ahead of Arizona Matchup,Highlights Jimmy Garoppolo but doesn't focus enough on team injury specifics.,0.00010099695,4,4,4,5,5,4,6.362687,4.6785226,0.50335,4.857478,4.878561,4.678378,4.7633314,6.362687,4.6785226,0.50335,4.857478,4.878561,4.678378,4.7633314,6.3846717,4.680665,0.5566193,4.85876,4.8830347,4.671941,4.766123,0,0,0,0,0,2,0,0.021984699999999968,0.021984699999999968,tie_or_mixed,
78,weather,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.",original,optimized,"Mild but changeable winter weather predicted for much of U.S., federal forecasters say",Accurately summarizes the forecast with clarity and specificity.,0.00011046329,5,5,5,4,5,5,Federal forecasters predict milder-than-average winter for much of the U.S,Correctly conveys the prediction without embellishment.,0.00014958545,5,5,5,4,5,5,Federal forecasters predict milder-than-average winter for much of the U.S,"Similar to zero_shot, clearly presents the forecast.",0.00014958545,5,5,5,4,5,5,Federal Forecasters Predict Milder-Than-Average Winter Nationwide,Effectively communicates the forecast in a direct manner.,8.4692394e-05,5,5,5,4,5,5,6.565825,4.7067323,0.9314367,4.867734,4.8780546,4.7258835,4.7953124,6.565825,4.7067323,0.9314367,4.867734,4.8780546,4.7258835,4.7953124,6.5383444,4.696066,0.90098476,4.862791,4.8829765,4.692696,4.777069,0,0,0,0,0,0,0,-0.02748060000000052,-0.02748060000000052,tie_or_mixed,
79,sports,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,original,agentic_selected,Michigan injury report: Here's who is expected to play at Penn State,Clearly conveys the key details without exaggeration.,0.0010306137,5,5,4,4,5,5,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,Accurately reflects the content and includes key details.,8.819504e-05,5,5,5,4,5,5,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,Identical to 'zero_shot' and maintains clarity and detail.,8.819504e-05,5,5,5,4,5,5,Injury Report: Michigan Wolverines Prepare for No. 7 Penn State Matchup,Less specific with regard to the injury report; focuses more on the matchup.,7.6392374e-05,4,4,3,4,5,4,6.4878335,4.7057405,0.7215235,4.867448,4.870308,4.7596817,4.8169174,6.4878335,4.7057405,0.7215235,4.867448,4.870308,4.7596817,4.8169174,6.49436,4.7040777,0.7498021,4.861349,4.8708296,4.7514944,4.8119917,-1,-1,-1,-1,-2,0,0,0.006526500000000546,0.006526500000000546,local_reward_overestimates_agentic,"faithfulness, clarity, specificity"
80,finance,"It's tax season, and in the past couple of weeks you've probably been checking out your return or figuring out how you're going to pay your bill. Large corporations and wealthy individuals, though? They've figured out a way around that. These are the 20 countries that most often serve as tax havens, based mostly on research from activist group Oxfam.",zero_shot,original,The biggest tax havens in the world,The headline is vague about the context and lacks specifics about the source.,0.1449021,3,4,2,3,4,3,20 Countries Identified as Frequent Tax Havens by Oxfam Research,"Fully accurate and clear, directly referencing the source and specifics.",0.00075416354,5,5,5,4,5,5,20 Countries Identified as Frequent Tax Havens by Oxfam Research,Identical to zero_shot and effectively covers the key points.,0.00075416354,5,5,5,4,5,5,Top 20 Countries Identified as Tax Havens by Oxfam Research,"Accurate and appealing, efficiently communicates the article's focus.",0.00030719725,5,5,5,4,5,5,6.4835715,4.689789,0.8088341,4.8382416,4.879306,4.666025,4.759884,6.4835715,4.689789,0.8088341,4.8382416,4.879306,4.666025,4.759884,6.3704553,4.6462607,0.67940724,4.805868,4.8750825,4.5631795,4.700268,0,0,0,0,0,0,0,-0.11311620000000033,-0.11311620000000033,tie_or_mixed,
81,health,"Approaching his 40th birthday, Aaron Archer found himself at 230 pounds and nearly 25 percent body fat. He started doing regular HIIT workouts in addition to weight training and calorie tracking, and lost 40 pounds.",zero_shot,original,How This Guy Lost 40 Pounds and Got Shredded for His 40th Birthday,"While engaging, it uses 'shredded' which is a vague term and may feel exaggerated.",0.9999765,4,4,4,4,2,3,Aaron Archer loses 40 pounds through HIIT workouts and calorie tracking,"Clear and factual, with solid details on the methods used.",0.00032062735,5,5,5,4,5,5,Aaron Archer loses 40 pounds through HIIT workouts and calorie tracking,"Same as zero_shot, accurately reflects the summary.",0.00032062735,5,5,5,4,5,5,Aaron Archer Loses 40 Pounds Through HIIT and Weight Training,"Accurate and clear, includes the methods used for the weight loss.",0.00013704941,5,5,5,4,5,5,6.6180444,4.7131896,1.0417798,4.868296,4.881296,4.7414865,4.8084497,6.6180444,4.7131896,1.0417798,4.868296,4.881296,4.7414865,4.8084497,6.5571227,4.691691,0.96880215,4.854999,4.880127,4.68069,4.7748795,0,0,0,0,0,0,0,-0.060921699999999746,-0.060921699999999746,tie_or_mixed,
82,news,Three former Louisville Metro Police Department officers will have to pay back thousands of dollars in restitution for an overtime scheme that lasted years. Sgt. Brian Stanfield and Detectives Todd Roadhouse and Mark Final pleaded guilty to federal wire fraud charges Monday. The three officers admitted to submitting overtime requests and collecting payments for hours they did not actually work. As part of a unit in the department's Narcotics...,original,agentic_selected,3 former LMPD officers plead guilty to federal charges of falsifying overtime records,Directly states the pleads and details about the charges.,0.00014007403,5,5,5,4,5,5,Three former Louisville officers ordered to pay restitution for overtime fraud,Accurate but lacks details about the plea.,0.00013204537,5,5,4,4,5,4,Three former Louisville officers ordered to pay restitution for overtime fraud,Identical to zero_shot; maintains accuracy but same details.,0.00013204537,5,5,4,4,5,4,Louisville Police Officers Plead Guilty to Overtime Fraud Scheme,Covers the main point effectively but slightly vague on restitution.,6.0516446e-05,5,5,4,4,5,4,6.4591393,4.6874733,0.7176542,4.865513,4.8859444,4.6865273,4.7814283,6.4591393,4.6874733,0.7176542,4.865513,4.8859444,4.6865273,4.7814283,6.495168,4.6885095,0.8106279,4.8650928,4.8871794,4.6783934,4.7697096,0,0,0,0,0,0,0,0.03602869999999925,0.03602869999999925,tie_or_mixed,
83,autos,"Two crashes caused major issues Thursday morning near I-265 and I-65 in south Louisville. A jackknifed semi closed the ramp from I-265 West to I-65 North. That ramp has since opened. Sign up for our Newsletters The semi was leaking fuel. Another accident also blocked lanes on I-65 North, just inside I-265. READ THE FULL STORY:Crashes causing backups near I-265 and I-65 in Louisville CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top...",agentic_selected,optimized,Crashes causing backups near I-265 and I-65 in Louisville,"Accurately reflects the summary content with clear, specific information.",8.631277e-05,5,5,5,4,5,5,Crashes near I-265 and I-65 in Louisville cause traffic backups,"Similar to the original, effectively conveying the key points of the summary.",0.00011576591,5,5,5,4,5,5,Crashes near I-265 and I-65 in Louisville cause traffic backups,"Identical to zero_shot, maintaining relevance and clarity.",0.00011576591,5,5,5,4,5,5,Two Crashes Cause Major Traffic Issues Near I-265 and I-65 in Louisville,Highlights the number of accidents and their impact effectively while maintaining clarity.,0.00011404928,5,5,5,5,5,5,5.57995,4.0412426,0.7513074,4.223631,4.53988,3.6168246,3.8224216,5.57995,4.0412426,0.7513074,4.223631,4.53988,3.6168246,3.8224216,5.634511,4.0911975,0.71715355,4.280794,4.5717835,3.6833408,3.8966374,0,0,0,0,0,1,0,0.05456099999999964,0.05456099999999964,tie_or_mixed,
84,sports,The head coach may have doomed his team - and his kicker - with the questionable call.,original,optimized,Matt Nagy defends decision to kneel before Eddy Pineiro miss,Directly attributes the decision to the head coach and mentions the kicker.,0.00019735262,5,5,5,4,5,5,Head coach's questionable call puts team and kicker at risk,"Main idea is clear, but lacks specificity about the individuals involved.",7.166435e-05,4,4,4,4,5,4,Head coach's questionable call puts team and kicker at risk,Same as zero_shot; clear but less specific about the incident.,7.166435e-05,4,4,4,4,5,4,Head Coach's Questionable Call Puts Team and Kicker at Risk,Similar to optimized; uses capitalization but does not add new info.,7.166435e-05,4,4,4,4,5,4,6.467198,4.705496,0.6809526,4.867671,4.880582,4.735339,4.796631,6.467198,4.705496,0.6809526,4.867671,4.880582,4.735339,4.796631,6.467198,4.705496,0.6809526,4.867671,4.880582,4.735339,4.796631,0,0,0,0,0,0,0,0.0,0.0,tie_or_mixed,
85,weather,"Twitter user Brian the Brachiosaurus created a lovely video showing the progression of the snow in Point Place, Ohio, on Nov. 12, even though their clock literally froze from freezing rain at 3:44 p.m.",zero_shot,original,Brian the Brachiosaurus' snow time-lapse,"While it is a creative title, it lacks specifics about the location and event.",0.7741772,3,4,2,3,5,3,"Video Captures Snow Progression in Point Place, Ohio, Amid Frozen Clock","Provides a clear, descriptive, and engaging summary of the video.",8.4385254e-05,5,5,5,4,5,5,"Video Captures Snow Progression in Point Place, Ohio, Amid Frozen Clock",Identical to zero_shot; effectively conveys the necessary details.,8.4385254e-05,5,5,5,4,5,5,"Video Showcases Snow Progression in Point Place, Ohio on Nov. 12","Very clear and informative, accurately capturing the essence of the summary.",0.00014267056,5,5,5,4,5,5,6.5002575,4.7151146,0.74117935,4.8770037,4.875555,4.737275,4.7919927,6.5002575,4.7151146,0.74117935,4.8770037,4.875555,4.737275,4.7919927,6.5066,4.7132926,0.7615257,4.874704,4.877939,4.7361813,4.790002,0,0,0,0,0,0,0,0.006342499999999696,0.006342499999999696,tie_or_mixed,
86,foodanddrink,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on the largest bloody mary bar in Arizona. Here's the trick to making the massive drinks.,original,optimized,Here's the trick pros use to make massive bloody marys at Hash Kitchen in Phoenix,Captures the key details about Hash Kitchen and the trick.,0.99997926,5,5,5,4,5,5,Hash Kitchen in Phoenix Features Arizona's Largest Bloody Mary Bar with 60 Ingredients,Accurately presents the establishment and feature with full detail.,0.9760265,5,5,5,4,5,5,Hash Kitchen in Phoenix Offers 60-Ingredient Bloody Mary Bar,Provides essential details but lacks the intrigue of 'the trick.',0.0008069474,5,5,5,3,5,4,Hash Kitchen in Phoenix Features Arizona's Largest Bloody Mary Bar,Highlights the size and uniqueness of the bar effectively.,0.0143963145,5,5,5,4,5,5,6.1128454,4.704605,1.0351007,4.861634,4.8734555,4.7136984,4.7791185,6.545506,4.7029815,0.9055655,4.863878,4.8778596,4.699691,4.7804437,6.4533873,4.656487,0.8383167,4.8307858,4.858897,4.628352,4.7136164,0,1,0,0,0,0,0,0.34054189999999984,-0.09211869999999944,tie_or_mixed,
87,news,"A great white shark that weighs over 2,000 pounds and measures 15 feet, 5 inches long has been swimming along the US East Coast.",zero_shot,original,"A 2,000-pound great white shark is swimming off the coast of Florida","Claims the shark is off Florida, which is not confirmed by summary.",0.9654256,4,5,4,4,5,4,"Great white shark over 2,000 pounds spotted off US East Coast","Accurate and clear, directly aligns with the summary.",0.00012210217,5,5,5,4,5,5,"Great white shark over 2,000 pounds spotted off US East Coast","Identical to zero_shot, maintains clarity and accuracy.",0.00012210217,5,5,5,4,5,5,"Great White Shark Weighing Over 2,000 Pounds Spotted Off US East Coast","Well-phrased and precise, follows the summary closely.",0.00014944402,5,5,5,4,5,5,6.46413,4.7083645,0.6604203,4.8678536,4.879323,4.750188,4.8026195,6.46413,4.7083645,0.6604203,4.8678536,4.879323,4.750188,4.8026195,6.512591,4.710874,0.77417654,4.868062,4.877255,4.757064,4.8064666,0,0,0,0,0,0,0,0.04846099999999964,0.04846099999999964,tie_or_mixed,
88,sports,Finley put together a performance that indicates the Bengals are still looking for their quarterback of the future.,zero_shot,original,Life came at Ryan Finley fast in his first career start,The headline references Finley's experience but lacks specificity about quarterback search.,0.0023023416,3,4,2,3,4,3,Bengals Continue Search for Future Quarterback After Finley's Performance,Clearly states the ongoing search for a quarterback based on Finley's performance.,0.00011189013,5,5,5,4,5,5,Bengals Continue Search for Future Quarterback After Finley's Performance,Identical to zero_shot; effectively communicates the situation regarding the Bengals' quarterback search.,0.00011189013,5,5,5,4,5,5,Bengals Assess Quarterback Options Following Finley's Performance,Accurately summarizes the Bengals' assessment of quarterback options following the performance.,7.509215e-05,5,5,5,4,5,5,6.576265,4.71333,0.92947865,4.8724475,4.8749914,4.7517853,4.8057785,6.576265,4.71333,0.92947865,4.8724475,4.8749914,4.7517853,4.8057785,6.533112,4.696508,0.88999224,4.857889,4.8772526,4.696967,4.771376,0,0,0,0,0,0,0,-0.04315300000000022,-0.04315300000000022,tie_or_mixed,
89,lifestyle,"Michelle Mero Riedel's carefully composed garden in Oakdale is always ready for its close-up. The beds and plots are kept meticulously weeded and deadheaded, and she doesn't hesitate to move a plant that has grown too tall for the plants around it. ""I really like a tidy garden,"" said Mero Riedel. As a professional photographer, Mero Riedel relies on having a photogenic subject right outside ...",zero_shot,optimized,Photographer tends a picture-perfect garden in Oakdale,"Clearly describes the subject and location, though slightly less specific about photography.",0.00048158498,5,5,4,4,5,4,Michelle Mero Riedel's Oakdale Garden Perfectly Suited for Photography,Provides specific details about the subject and aligns well with the summary.,0.99994695,5,5,5,4,5,5,Michelle Mero Riedel Cultivates a Garden in Oakdale,"While clear, it lacks specificity about the garden's photogenic qualities.",0.034303363,4,5,3,3,5,4,Professional Photographer Michelle Mero Riedel Showcases Her Tidy Oakdale Garden,"Successfully combines photography, the subject's profession, and the tidiness of the garden.",0.9952615,5,5,5,5,5,5,5.9569554,4.7187076,0.6517351,4.862734,4.88412,4.7078805,4.7943087,6.4689083,4.7191873,0.72044235,4.8639574,4.882606,4.712986,4.7947817,6.045392,4.719933,0.84793997,4.8668933,4.875667,4.7364693,4.8046837,0,1,0,0,0,1,0,0.08843659999999964,-0.4235163000000002,tie_or_mixed,
90,foodanddrink,"Every week in Genius Recipes often with your help! Food52 Creative Director and lifelong Genius-hunter Kristen Miglore is unearthing recipes that will change the way you cook. Why does everyone keep talking about this chopped salad? It first started making waves in 2006 when Nancy Silverton put it on the menu at Pizzeria Mozza in Los Angeles. Thirteen years later, Food52 community members are still writing to me to tell me how genius it is. It...",agentic_selected,original,The Genius Chopped Salad Everyone's (Still) Talking About,The headline captures the salad's popularity but lacks specifics about its origin.,0.9999753,4,4,3,4,4,3,Food52 Highlights Chopped Salad Popularized by Nancy Silverton at Pizzeria Mozza,"It provides clear, specific information about the salad and its creator.",0.9984445,5,5,4,3,5,4,Food52 Highlights Chopped Salad Recipe by Nancy Silverton from Pizzeria Mozza,Similar to the zero_shot but slightly less engaging.,0.9999254,5,5,4,3,5,4,Food52 Celebrates Enduring Popularity of Nancy Silverton's Chopped Salad Recipe,Highlights the salad’s popularity and credits its origin effectively.,0.0071497685,5,5,4,4,5,5,6.1220436,4.6958637,1.1179762,4.862514,4.884901,4.6752124,4.7652254,6.1170063,4.69666,1.106478,4.861659,4.8849745,4.6752505,4.76402,6.500872,4.6543674,0.97226155,4.831656,4.8680973,4.5847206,4.7131777,1,1,0,0,0,1,0,0.3788284000000006,0.3838657000000003,agentic_beats_zero_shot,
91,news,"An Arcadia man with a history of donating to Democrats and Republicans in federal elections including $900,000 funneled to President Trump's inaugural committee is expected to plead guilty to falsifying records to conceal his work as a foreign agent and making almost $1 million in illegal campaign contributions, prosecutors said Tuesday. Imaad Shah Zuberi, a 49-year-old campaign fundraiser ...",agentic_selected,optimized,"SoCal Man Who Donated $900K to Trump Will Plead Guilty to Hiding Work as Foreign Agent, Illegal Campaign Contributions",Accurately summarizes the case with clear details.,0.0001530934,5,5,5,4,5,5,Arcadia Man Expected to Plead Guilty to Falsifying Records and Illegal Campaign Contributions,Lacks specificity on the man's identity and contribution details.,0.00010741684,4,5,4,3,5,4,Arcadia Man Expected to Plead Guilty to Falsifying Records and Illegal Campaign Contributions,"Similar to zero_shot, but no unique details or enhancements.",0.00010741684,4,5,4,3,5,4,Imaad Shah Zuberi to Plead Guilty to Concealing Foreign Agent Work and Campaign Violations,Provides the man's name and comprehensive details on the charges.,8.9490546e-05,5,5,5,5,5,5,5.7804527,4.2168856,0.581931,4.499372,4.675839,3.869426,4.055873,5.7804527,4.2168856,0.581931,4.499372,4.675839,3.869426,4.055873,6.3293247,4.614041,0.60553396,4.834204,4.8777122,4.5668917,4.665574,1,1,1,0,1,2,0,0.5488720000000002,0.5488720000000002,agentic_beats_zero_shot,
