seed_id,category,summary,original_headline,original_rationale,original_faithfulness,original_clarity,original_specificity,original_attractiveness,original_non_clickbait,original_overall,generic_sft_headline,generic_sft_rationale,generic_sft_faithfulness,generic_sft_clarity,generic_sft_specificity,generic_sft_attractiveness,generic_sft_non_clickbait,generic_sft_overall,specificity_sft_headline,specificity_sft_rationale,specificity_sft_faithfulness,specificity_sft_clarity,specificity_sft_specificity,specificity_sft_attractiveness,specificity_sft_non_clickbait,specificity_sft_overall,original_clickbait_penalty,original_quality_reward,original_pairwise_reward,original_final_score,original_reference_token_f1,original_summary_support_rate,original_headline_word_count,original_has_specific_signal,generic_sft_clickbait_penalty,generic_sft_quality_reward,generic_sft_pairwise_reward,generic_sft_final_score,generic_sft_reference_token_f1,generic_sft_summary_support_rate,generic_sft_headline_word_count,generic_sft_has_specific_signal,specificity_sft_clickbait_penalty,specificity_sft_quality_reward,specificity_sft_pairwise_reward,specificity_sft_final_score,specificity_sft_reference_token_f1,specificity_sft_summary_support_rate,specificity_sft_headline_word_count,specificity_sft_has_specific_signal,specificity_minus_generic_faithfulness,specificity_minus_original_faithfulness,generic_minus_original_faithfulness,specificity_minus_generic_clarity,specificity_minus_original_clarity,generic_minus_original_clarity,specificity_minus_generic_specificity,specificity_minus_original_specificity,generic_minus_original_specificity,specificity_minus_generic_attractiveness,specificity_minus_original_attractiveness,generic_minus_original_attractiveness,specificity_minus_generic_non_clickbait,specificity_minus_original_non_clickbait,generic_minus_original_non_clickbait,specificity_minus_generic_overall,specificity_minus_original_overall,generic_minus_original_overall,failure_group
74,news,"3 ON YOUR SIDE (3TV) - The 3 On Your Side Team gets a lot of emails from viewers wondering if certain phone calls are legit or scams. So, we want to share some of those calls with you, so you know what to look out for. [WATCH: 3 On Your Side warns about scam phone calls] First up, there's one call we've been getting a lot of questions about regarding the Social Security Administration. Here's a sample. ""This call is from the Department of Social...",Don't be duped by 'phony' phone calls,"Clear and engaging, warns about scams effectively, but lacks specific details about the Social Security call.",5.0,5.0,3.0,4.0,5.0,4.0,The 3 On Your Side Team gets a lot of emails from viewers wondering if certain phone calls are legit or scams,Too long and lacks punch as a headline; primarily a summary of viewer emails.,3.0,3.0,2.0,2.0,4.0,2.0,The 3 On Your Side Team gets a lot of emails from viewers wondering if certain phone calls are legit or scams,Same as generic_sft; not suitable as a headline.,3.0,3.0,2.0,2.0,4.0,2.0,0.99992406,4.0606923,0.29481745,3.6344345,1.0,0.4,7,False,0.9999615,4.4082932,0.7486132,4.0954657,0.2222222222222222,1.0,22,True,0.9999615,4.4082932,0.7486132,4.0954657,0.2222222222222222,1.0,22,True,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,original_best_sft_tie
75,travel,"Winter is not stopping Milwaukee's pilot scooter program even if snow did for a day. The city ordered scooter companies to move the vehicles off the streets before Thursday's storm. Scooters were back on Milwaukee's streets Friday after the Halloween snowstorm forced them into temporary storage according to a Lime spokesman. ""We monitor the weather in addition to a number of other things we do. And our robust operations staff decided to pull...",Snow puts skids on scooters for day,Catches the key issue but lacks detail on the program's resilience.,4.0,5.0,2.0,4.0,5.0,4.0,Milwaukee's pilot scooter program not stopping snow for a day,Provides the main point but is too generic and less engaging.,3.0,4.0,3.0,2.0,5.0,3.0,Winter is not stopping Milwaukee's pilot scooter program even if snow does for a day,Very detailed but less punchy as a headline.,5.0,4.0,5.0,3.0,5.0,4.0,0.00036725524,3.04182,0.30863056,3.1187942,1.0,0.6,7,False,0.00015644052,4.5379124,0.71764594,4.7172456,0.3076923076923077,1.0,10,False,0.20706712,4.5571804,0.793105,4.6519227,0.25,0.9090909090909092,15,True,2.0,1.0,-1.0,0.0,-1.0,-1.0,2.0,3.0,1.0,1.0,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,-1.0,specificity_best
76,news,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,Rep. Hoyer: I'll reserve judgment until I hear all testimony,Accurately conveys Hoyer's position and intent regarding the impeachment hearing.,5.0,5.0,5.0,4.0,5.0,5.0,Steny Hoyer joins Morning Joe to discuss impeachment hearing,Relevant but lacks the specificity of Hoyer's position on the impeachment decision.,4.0,5.0,4.0,3.0,5.0,4.0,Steny Hoyer joins Morning Joe to discuss impeachment hearing,"Same as generic_sft, lacking specifics about Hoyer's judgment.",4.0,5.0,4.0,3.0,5.0,4.0,0.00029099474,4.32794,0.22495456,4.384033,1.0,0.3333333333333333,10,True,0.00012882703,4.6971,1.0631617,4.9628263,0.1176470588235294,1.0,9,True,0.00012882703,4.6971,1.0631617,4.9628263,0.1176470588235294,1.0,9,True,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
77,sports,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",49ers offense still at less than full strength ahead of game vs. Arizona,Accurately captures the situation and is clear and specific.,5.0,5.0,5.0,4.0,5.0,5.0,49ers quarterback Jimmy Garoppolo and 49ers offense could operate at significantly less than full strength Sunday,Includes key details but is too lengthy and less engaging.,4.0,4.0,4.0,3.0,4.0,4.0,Garoppolo and 49ers offense could operate at less than full strength Sunday against Arizona,"Similar to generic variant, but slightly clearer; still lengthy.",4.0,4.0,4.0,3.0,4.0,4.0,8.148334e-05,4.638664,0.42958146,4.7460184,1.0,0.7,13,True,0.00019608205,4.698797,0.72324055,4.879509,0.5217391304347826,1.0,16,True,0.00011560849,4.68943,0.5803939,4.834471,0.6363636363636365,1.0,14,True,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,original_best_sft_tie
78,weather,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.","Mild but changeable winter weather predicted for much of U.S., federal forecasters say",Concise and conveys the main point with clear details.,5.0,5.0,5.0,4.0,5.0,4.0,U.S. winter forecast: A milder-than-average winter is predicted across much of the country,Follows the summary closely but is too wordy for a headline.,5.0,4.0,4.0,3.0,5.0,4.0,U.S. forecasters predict milder-than-average winter across much of country,"Similar to generic_sft, lacks a catchy element for attractiveness.",5.0,4.0,4.0,3.0,5.0,4.0,9.420607e-05,4.6473026,0.8845659,4.8683968,1.0,0.5,14,True,0.00012078179,4.692039,0.9566804,4.9311485,0.3157894736842105,0.8888888888888888,16,False,0.00010134523,4.697146,0.9864528,4.9437084,0.3157894736842105,0.8888888888888888,12,False,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
79,sports,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,Michigan injury report: Here's who is expected to play at Penn State,Directly addresses the injury report for the game.,5.0,5.0,5.0,4.0,5.0,5.0,Michigan Wolverines face No. 7 Penn State in Big Ten matchup,Describes the matchup but lacks specific focus on injuries.,4.0,5.0,3.0,3.0,5.0,4.0,Michigan Wolverines face Penn State in Big Ten matchup,"Similar to generic headline, lacks emphasis on injury context.",4.0,5.0,3.0,3.0,5.0,4.0,0.00019250887,4.6282644,0.19552182,4.6770487,1.0,0.5555555555555556,12,True,9.501986e-05,4.6926923,0.7100067,4.8701463,0.3529411764705882,1.0,11,True,9.527427e-05,4.6914353,0.64510036,4.8526626,0.3529411764705882,1.0,9,True,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
80,finance,"It's tax season, and in the past couple of weeks you've probably been checking out your return or figuring out how you're going to pay your bill. Large corporations and wealthy individuals, though? They've figured out a way around that. These are the 20 countries that most often serve as tax havens, based mostly on research from activist group Oxfam.",The biggest tax havens in the world,"Clear and straightforward, but lacks specifics about the countries.",5.0,5.0,3.0,4.0,5.0,4.0,Tax havens in 20 countries that most often serve as tax havens,Provides detail but is somewhat repetitive and less engaging.,5.0,4.0,4.0,3.0,5.0,4.0,Tax havens in the 20 countries that most often serve as tax havens,"Similar to generic_sft, slightly improves clarity but still repetitive.",5.0,4.0,4.0,3.0,5.0,4.0,0.00079290895,3.423365,0.07346005,3.4413335,1.0,0.5,7,False,0.019477684,4.5689225,0.6269366,4.7159176,0.3636363636363636,1.0,12,True,0.96083283,4.559753,0.6219003,4.234812,0.3636363636363636,1.0,13,True,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
81,health,"Approaching his 40th birthday, Aaron Archer found himself at 230 pounds and nearly 25 percent body fat. He started doing regular HIIT workouts in addition to weight training and calorie tracking, and lost 40 pounds.",How This Guy Lost 40 Pounds and Got Shredded for His 40th Birthday,"Captures the main story of weight loss for a milestone birthday, but could be more intriguing.",5.0,5.0,5.0,4.0,5.0,4.0,Aaron Archer loses 230 pounds and nearly 25 percent body fat,Incorrectly states weight loss as 230 pounds instead of the actual 40 pounds lost.,1.0,1.0,1.0,1.0,1.0,1.0,Aaron Archer loses 230 pounds and nearly 25 percent body fat,"Same issue as generic, with incorrect weight loss figure.",1.0,1.0,1.0,1.0,1.0,1.0,0.99997437,3.4307113,0.31988424,3.0106952,1.0,0.625,13,True,0.00016705767,4.6755304,0.9232055,4.9062486,0.1176470588235294,0.8888888888888888,11,True,0.00016705767,4.6755304,0.9232055,4.9062486,0.1176470588235294,0.8888888888888888,11,True,0.0,-4.0,-4.0,0.0,-4.0,-4.0,0.0,-4.0,-4.0,0.0,-3.0,-3.0,0.0,-4.0,-4.0,0.0,-3.0,-3.0,original_best_sft_tie
82,news,Three former Louisville Metro Police Department officers will have to pay back thousands of dollars in restitution for an overtime scheme that lasted years. Sgt. Brian Stanfield and Detectives Todd Roadhouse and Mark Final pleaded guilty to federal wire fraud charges Monday. The three officers admitted to submitting overtime requests and collecting payments for hours they did not actually work. As part of a unit in the department's Narcotics...,3 former LMPD officers plead guilty to federal charges of falsifying overtime records,Clear and specific about the charges and actions of the officers.,5.0,5.0,4.0,4.0,5.0,4.0,Three former Louisville Metro police officers will have to pay back thousands of dollars in restitution for overtime scheme,"Accurate but less focused on the illegality, making it less compelling.",5.0,5.0,4.0,3.0,5.0,4.0,Three former Louisville Metro police officers will have to pay back thousands of dollars in restitution for overtime scheme,"Same as generic, lacks emphasis on the criminal aspect.",5.0,5.0,4.0,3.0,5.0,4.0,0.00017939656,4.6535373,0.7186389,4.8331075,1.0,0.6,13,True,0.00029640214,4.697155,0.78314114,4.892792,0.24,1.0,19,True,0.00029640214,4.697155,0.78314114,4.892792,0.24,1.0,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
83,autos,"Two crashes caused major issues Thursday morning near I-265 and I-65 in south Louisville. A jackknifed semi closed the ramp from I-265 West to I-65 North. That ramp has since opened. Sign up for our Newsletters The semi was leaking fuel. Another accident also blocked lanes on I-65 North, just inside I-265. READ THE FULL STORY:Crashes causing backups near I-265 and I-65 in Louisville CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top...",Crashes causing backups near I-265 and I-65 in Louisville,Effectively summarizes the issue but lacks detail on the specific crashes.,5.0,5.0,4.0,4.0,5.0,4.0,jackknifed semi closes ramp from I-265 West to I-65 North,Provides specific details on the crash but lacks broader context and might seem less engaging.,5.0,5.0,5.0,3.0,5.0,4.0,A jackknifed semi closes ramp from I-265 West to I-65 North,"Same as generic but adds 'A', slightly improving readability; still lacks broader context.",5.0,5.0,5.0,3.0,5.0,4.0,8.717519e-05,3.8935802,0.71923447,4.0733457,1.0,1.0,11,True,0.000104296836,3.9069598,0.7056673,4.0833244,0.1538461538461538,0.8571428571428571,12,True,0.0001379887,3.8955283,0.6664375,4.0620685,0.1538461538461538,0.8571428571428571,13,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
84,sports,The head coach may have doomed his team - and his kicker - with the questionable call.,Matt Nagy defends decision to kneel before Eddy Pineiro miss,Accurately reports the coach's defense of his decision and names the kicker.,5.0,5.0,5.0,4.0,5.0,5.0,Head coach may have doomed his team - and his kicker - with questionable call,Repeats the summary without adding clarity and specific details.,3.0,4.0,3.0,3.0,4.0,3.0,Head coach may have doneomed his team - and his kicker - with questionable call,Contains a typo ('doomed') and lacks clear appeal as a headline.,3.0,3.0,3.0,3.0,4.0,3.0,0.0002560836,3.9620996,0.04564855,3.9733837,1.0,0.0,10,True,0.00011507584,4.696015,0.9370012,4.9302077,0.0,1.0,13,False,0.00014358755,4.6459403,0.85114884,4.8586555,0.0,0.9,13,False,0.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,original_best_sft_tie
85,weather,"Twitter user Brian the Brachiosaurus created a lovely video showing the progression of the snow in Point Place, Ohio, on Nov. 12, even though their clock literally froze from freezing rain at 3:44 p.m.",Brian the Brachiosaurus' snow time-lapse,The title is somewhat catchy but lacks details on the location and event.,4.0,4.0,2.0,3.0,5.0,3.0,"Brachiosaurus creates video showing snow in Point Place, Ohio",This headline accurately conveys the content and context of the video.,5.0,5.0,4.0,3.0,5.0,4.0,"Brachiosaurus creates video showing snow in Point Place, Ohio",Identical to the generic version so scores remain the same.,5.0,5.0,4.0,3.0,5.0,4.0,0.8526757,3.194106,0.15414606,2.806305,1.0,0.4,6,True,0.00015819227,4.6997333,0.9338093,4.9331064,0.1538461538461538,0.875,9,True,0.00015819227,4.6997333,0.9338093,4.9331064,0.1538461538461538,0.875,9,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
86,foodanddrink,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on the largest bloody mary bar in Arizona. Here's the trick to making the massive drinks.,Here's the trick pros use to make massive bloody marys at Hash Kitchen in Phoenix,Engaging and informative; focuses on professional tips for a popular drink.,5.0,5.0,5.0,4.0,5.0,4.0,Hash Kitchen has 60 ingredients on largest bloody mary bar in Arizona,Accurate but more of a statement than a headline; lacks excitement.,4.0,4.0,5.0,3.0,5.0,4.0,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on largest bloody mary bar in Arizona,Detailed and precise but reads like a summary rather than a catchy headline.,5.0,5.0,5.0,3.0,5.0,4.0,0.9999771,4.5668535,0.81143856,4.269725,1.0,0.6363636363636364,15,True,0.54550064,4.700294,1.0014967,4.677918,0.3,1.0,12,True,0.99814796,4.705355,1.139558,4.491171,0.3478260869565217,1.0,15,True,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
87,news,"A great white shark that weighs over 2,000 pounds and measures 15 feet, 5 inches long has been swimming along the US East Coast.","A 2,000-pound great white shark is swimming off the coast of Florida","Accurate, clear, and includes specific details about weight and location.",5.0,5.0,5.0,4.0,5.0,5.0,Great white shark swimming along US East Coast,Faithful to the summary but lacks the specific weight and more enticing details.,5.0,5.0,5.0,3.0,5.0,4.0,Great white shark swimming along US East Coast,Same as generic headline; lacks specifics that could enhance interest.,5.0,5.0,5.0,3.0,5.0,4.0,0.2455776,4.5972433,0.42587346,4.5809226,1.0,0.6666666666666666,14,True,0.00022119081,4.6894116,0.6301874,4.846848,0.6250000000000001,1.0,8,True,0.00022119081,4.6894116,0.6301874,4.846848,0.6250000000000001,1.0,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
88,sports,Finley put together a performance that indicates the Bengals are still looking for their quarterback of the future.,Life came at Ryan Finley fast in his first career start,The original headline references Finley's experience but lacks clarity on the main point about the Bengals' quarterback situation.,2.0,3.0,2.0,3.0,4.0,3.0,Finley: Bengals still looking for quarterback of the future,"This headline accurately reflects the summary, is clear, specific, and not misleading.",5.0,5.0,5.0,4.0,5.0,5.0,Finley: Bengals still looking for quarterback of the future,"Identical to the generic version, accurately reflects the main claim without being clickbait.",5.0,5.0,5.0,4.0,5.0,5.0,0.00032155975,3.0873256,-0.117990434,3.0576673,1.0,0.1111111111111111,11,True,0.000111390735,4.6714034,0.84087074,4.881565,0.1333333333333333,1.0,9,True,0.000111390735,4.6714034,0.84087074,4.881565,0.1333333333333333,1.0,9,True,0.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,sft_tie
89,lifestyle,"Michelle Mero Riedel's carefully composed garden in Oakdale is always ready for its close-up. The beds and plots are kept meticulously weeded and deadheaded, and she doesn't hesitate to move a plant that has grown too tall for the plants around it. ""I really like a tidy garden,"" said Mero Riedel. As a professional photographer, Mero Riedel relies on having a photogenic subject right outside ...",Photographer tends a picture-perfect garden in Oakdale,Captures the essence of the garden and the photographer.,5.0,5.0,4.0,4.0,5.0,4.0,Michelle Mero Riedel's garden in Oakdale is always ready for its close-up,Describes the garden accurately but lacks engagement.,5.0,5.0,5.0,3.0,5.0,4.0,Michelle Mero Riedel's garden in Oakdale is always ready for its close-up,Identical to generic_sft; reflects the same details.,5.0,5.0,5.0,3.0,5.0,4.0,0.0005745622,4.571299,0.54021806,4.7060666,1.0,0.5,8,True,0.9999167,4.703681,0.780862,4.398938,0.2666666666666666,1.0,13,True,0.9999167,4.703681,0.780862,4.398938,0.2666666666666666,1.0,13,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
90,foodanddrink,"Every week in Genius Recipes often with your help! Food52 Creative Director and lifelong Genius-hunter Kristen Miglore is unearthing recipes that will change the way you cook. Why does everyone keep talking about this chopped salad? It first started making waves in 2006 when Nancy Silverton put it on the menu at Pizzeria Mozza in Los Angeles. Thirteen years later, Food52 community members are still writing to me to tell me how genius it is. It...",The Genius Chopped Salad Everyone's (Still) Talking About,Captures the main idea of ongoing interest in the salad while being clear and engaging.,5.0,5.0,4.0,5.0,5.0,5.0,Food52 Creative Director Kristen Miglore unearths recipes that will change the way you cook,Accurate but too general and lacks connection to the specific salad discussed.,4.0,5.0,4.0,3.0,4.0,4.0,Chef Kristen Miglore unearths recipes that will change the way you cook,"Similar to generic but emphasizes the chef, still lacking specificity about the salad.",4.0,5.0,4.0,3.0,4.0,4.0,0.9999716,4.298498,0.4254091,3.9048648,1.0,0.8571428571428571,8,True,0.9999391,4.6888914,1.0007825,4.4391174,0.0,0.9230769230769232,14,True,0.99995625,4.6704555,0.89952475,4.3953586,0.0,0.8181818181818182,12,True,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,original_best_sft_tie
91,news,"An Arcadia man with a history of donating to Democrats and Republicans in federal elections including $900,000 funneled to President Trump's inaugural committee is expected to plead guilty to falsifying records to conceal his work as a foreign agent and making almost $1 million in illegal campaign contributions, prosecutors said Tuesday. Imaad Shah Zuberi, a 49-year-old campaign fundraiser ...","SoCal Man Who Donated $900K to Trump Will Plead Guilty to Hiding Work as Foreign Agent, Illegal Campaign Contributions","The headline captures the key details, including the man’s identity, the amount donated, and the nature of the charges.",5.0,5.0,5.0,5.0,5.0,5.0,Arcadia man expected to plead guilty to falsifying campaign donations,"The headline lacks specific details about the individual and the amounts involved, making it less engaging.",3.0,4.0,3.0,3.0,5.0,3.0,Arcadia man expected to plead guilty to falsifying campaign donations,"Identical to the generic_sft, it doesn't provide enough specific details to be compelling.",3.0,4.0,3.0,3.0,5.0,3.0,0.00016324321,4.5852523,0.6457943,4.746619,1.0,0.5625,19,True,9.608969e-05,4.161949,0.4811431,4.282187,0.3333333333333333,0.875,10,False,9.608969e-05,4.161949,0.4811431,4.282187,0.3333333333333333,0.875,10,False,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,original_best_sft_tie
92,sports,"Monty Williams felt first-year Michigan coach Juwan Howard could do anything, but he was one of the first coaches Howard asked questions about coaching.",How Suns coach Monty Williams helped Michigan's Juwan Howard become a coach,This headline conveys the relationship and assistance between Williams and Howard but implies more than the summary states.,4.0,4.0,4.0,4.0,5.0,4.0,Michigan coach Juwan Howard asks questions about coaching,"It accurately reflects part of the summary, but lacks context about the relations between the coaches.",5.0,5.0,3.0,3.0,5.0,4.0,"Monty Williams feels first-year Michigan coach Juwan Howard could do anything, but he was one of the first coaches","While it includes specifics, it is too verbose and poorly structured for a headline.",3.0,3.0,4.0,2.0,4.0,3.0,0.42069197,4.05305,0.55436444,3.9812953,1.0,0.5555555555555556,12,True,0.00012011082,4.6973286,0.82756436,4.9041595,0.3529411764705882,0.875,8,True,0.099539906,4.7039638,1.0036337,4.9051023,0.4166666666666667,0.9333333333333332,20,True,-2.0,-1.0,1.0,-2.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,generic_best
93,news,"Last month was the hottest October ever recorded worldwide, according to data released by the European Union's satellite monitoring service on Tuesday. Globally, temperatures were 0.69 degrees Celsius (1.25 degrees Fahrenheit) warmer than the average October from 1981 to 2010, and 0.01 C warmer than the previous record holder, October 2015. This is equivalent to 1.2 Celsius above the pre-industrial average, the Copernicus Climate Change Service...",Last month hottest October on record: EU climate service,"Combined the main claim and the source, making it concise.",5.0,5.0,4.0,4.0,5.0,4.0,Last month was the hottest October ever recorded worldwide,Accurate but lacks source and is less concise.,5.0,5.0,4.0,3.0,5.0,4.0,Last month was the hottest October ever recorded worldwide,Identical to generic but focuses on specificity with added world context.,5.0,5.0,4.0,3.0,5.0,4.0,0.00021198396,4.585654,0.8088196,4.7877526,1.0,1.0,9,True,0.9999453,4.6881394,0.84925807,4.400481,0.5333333333333333,1.0,9,True,0.9999453,4.6881394,0.84925807,4.400481,0.5333333333333333,1.0,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
94,health,U.S. News & World Report released its new ratings for the best nursing homes in 2019-20 on Tuesday.,69 Texas Nursing Homes Make U.S. News 'Best' Ratings,"Highlights the significant number of Texas nursing homes recognized, making it interesting.",5.0,5.0,5.0,4.0,5.0,5.0,U.S. News & World Report: Best nursing homes in 2019-20,Informative but lacks engagement and specific details about Texas.,5.0,4.0,3.0,3.0,5.0,4.0,U.S. News & World Report: Best nursing homes in 2019-20,"Similar to the generic_sft, it provides the same information without regional specification.",5.0,4.0,3.0,3.0,5.0,4.0,0.00015268462,4.6814623,0.6745825,4.850032,1.0,0.5714285714285714,10,True,0.0001312862,4.678267,0.8025141,4.87883,0.4285714285714285,1.0,11,True,0.0001312862,4.678267,0.8025141,4.87883,0.4285714285714285,1.0,11,True,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
95,weather,"Waves pummeled the shores of Lake Superior and Lake Michigan early this week as an intense storm system swept across the Great Lakes. Winds howled from the Dakotas through Michigan, and AccuWeather Reporter Blake Naftel witnessed the power of the storm first-hand along the eastern shores of Lake Michigan. Naftel was in Grand Haven, Michigan, on Tuesday morning when 50-mph wind gusts lashed the area. Those strong winds spawned large waves that...",Huge storm blows through and makes lake look like raging ocean,Captures the storm's impact but uses exaggerated language ('raging ocean') and lacks specificity.,3.0,4.0,2.0,4.0,3.0,3.0,Storms sweep Lake Superior and Lake Michigan as intense storm system sweeps across Great Lakes,"Accurate and clear, but slightly generic.",5.0,5.0,4.0,3.0,5.0,4.0,Storms sweep Lake Superior and Lake Michigan as intense storm system sweeps across Great Lakes,"Accurate and clear, but slightly generic.",5.0,5.0,4.0,3.0,5.0,4.0,0.0016366349,2.7248585,0.49560392,2.8479412,1.0,0.3,11,False,0.00015060905,4.6929054,0.98729676,4.9396544,0.1818181818181818,0.75,15,True,0.00015060905,4.6929054,0.98729676,4.9396544,0.1818181818181818,0.75,15,True,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,-1.0,-1.0,0.0,2.0,2.0,0.0,1.0,1.0,sft_tie
96,travel,"Next month, however, you'll be able to see it from your own moped driven by you.",Uber Is Launching Mopeds in Paris,Clearly states the key point about Uber launching mopeds in Paris.,5.0,5.0,5.0,4.0,5.0,5.0,You'll be able to see it from your own moped driven by you next month,Good clarity but lacks specificity and is not compelling as a headline.,3.0,4.0,2.0,3.0,4.0,3.0,You'll be able to see it from your own moped,Offers some specificity but is less informative and engaging than the original.,3.0,4.0,3.0,3.0,4.0,3.0,0.0011883039,4.081925,0.07877331,4.101024,1.0,0.0,6,True,0.99996877,4.6288433,0.7301638,4.3114,0.0,1.0,15,False,0.99996376,4.489177,0.4690178,4.1064496,0.0,1.0,10,False,0.0,-2.0,-2.0,0.0,-1.0,-1.0,1.0,-2.0,-3.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,original_best_sft_tie
97,weather,"Minnesota resident Carol Bauer captured video of a farmer driving his tractor through his fields as snow fell in Graceville, on November 6. Bauer told Storyful weather conditions this year made it challenging for farmers in west-central Minnesota, leading to low crop production. Many acres were not planted due to a wet summer and fall, and even some hail throughout the year, according to Bauer. ""Farmers had to plant cover crops to stop soil erosion or preventive planting instead of a productive crop,"" said Bauer. ""Now we are trying to finish up with wet fall snow. "" Credit: Carol Bauer via Storyful",Minnesota Farms Report Low Yields After 'Extremely Challenging' Weather Conditions,The headline captures the main issue of low yields due to challenging weather but doesn't explicitly mention the specific events or quotes from Bauer.,4.0,4.0,3.0,4.0,5.0,4.0,Minnesota farmer driving tractor through fields as snow falls in Graceville,"The headline is clear and specific, accurately describing the video content without exaggeration.",5.0,5.0,5.0,3.0,5.0,5.0,Farmer driving tractor through fields as snow falls in Graceville,"Similar to the generic variant, it is clear and specific, accurately representing the video footage.",5.0,5.0,5.0,3.0,5.0,5.0,8.492719e-05,4.4124684,1.0392482,4.672238,1.0,0.4,10,True,9.79012e-05,4.4297543,1.0350788,4.6884747,0.1052631578947368,0.8888888888888888,11,True,0.00012866131,4.3606253,0.9992373,4.61037,0.0,0.875,10,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
