seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
76,36522,N39981,news,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,original,Rep. Hoyer: I'll reserve judgment until I hear all testimony,0.00029099474,5,5,4,3,5,4,"Accurately reflects Hoyer's cautious stance, but could be more engaging.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
76,36522,N39981,news,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,zero_shot,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,0.00012234937,5,5,5,4,5,5,Clear and specific while maintaining a strong interest for readers.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
76,36522,N39981,news,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,optimized,Steny Hoyer discusses impeachment decision after diplomats' testimony on Morning Joe,0.00012234937,5,5,5,4,5,5,Same as zero_shot; very effective in conveying key points.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
76,36522,N39981,news,Majority Leader Steny Hoyer joins Morning Joe to discuss Wednesday's hearing with top diplomats George Kent and Bill Taylor and why he will make a decision on impeachment after he's heard all of the testimony.,agentic_selected,Steny Hoyer Discusses Impeachment Decision After Diplomat Hearings,8.182822e-05,5,5,4,3,5,4,"Clear and accurate, but slightly less engaging due to formal phrasing.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
77,44576,N44639,sports,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",original,49ers offense still at less than full strength ahead of game vs. Arizona,8.148334e-05,5,5,4,4,5,5,Accurately reflects the team's current status with clear language.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
77,44576,N44639,sports,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",zero_shot,49ers offense shows potential injuries ahead of game against Arizona,7.844043e-05,4,4,3,3,4,3,Suggests potential injuries but lacks specificity on players or current state.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
77,44576,N44639,sports,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",optimized,49ers offense shows potential injuries ahead of game against Arizona,7.844043e-05,4,4,3,3,4,3,Similar to zero_shot; lacks clarity and specificity on player involvement.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
77,44576,N44639,sports,"If the start of Thursday's practice is any indication, quarterback Jimmy Garoppolo and his 49ers offense could operate at significantly less than full strength Sunday against Arizona. Tight end George Kittle (ankle/knee injuries), wide receiver Emmanuel Sanders (ribs) and running back Matt Breida (ankle) didn't participate in the portion of practice open to the media. Sanders, wearing his No. 17 jersey and sweats, was walking off the field as...",agentic_selected,49ers' Jimmy Garoppolo Faces Offense Concerns Ahead of Arizona Game,7.655734e-05,5,5,4,4,5,5,Strong focus on Garoppolo and addresses concerns effectively.,"[""original"", ""agentic_selected"", ""zero_shot"", ""optimized""]",original,optimized,gpt-4o-mini,,,,,,,
78,25820,N5322,weather,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.",original,"Mild but changeable winter weather predicted for much of U.S., federal forecasters say",9.420607e-05,5,5,4,4,5,5,Clear and includes the source of the prediction while being specific.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
78,25820,N5322,weather,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.",zero_shot,Federal forecasters predict milder-than-average winter for much of the U.S,0.00010109735,5,5,4,4,5,5,Accurate and straightforward with good clarity.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
78,25820,N5322,weather,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.",optimized,Federal forecasters predict milder-than-average winter for much of the U.S,0.00010109735,5,5,4,4,5,5,"Similar to zero_shot, effectively communicates the forecast.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
78,25820,N5322,weather,"A milder-than-average winter is predicted across much of the country, federal forecasters said in the official U.S. winter outlook released Thursday.",agentic_selected,Federal Forecasters Predict Milder Winter Across Much of the U.S,9.506554e-05,5,5,4,4,5,5,Well-crafted and clear but slightly less specific than others.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
79,12477,N60146,sports,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,original,Michigan injury report: Here's who is expected to play at Penn State,0.00019250887,5,5,5,4,5,5,Directly mentions the injury report and teams involved.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
79,12477,N60146,sports,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,zero_shot,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,7.528567e-05,5,5,5,4,5,5,Clearly states the subject and context of the report.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
79,12477,N60146,sports,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,optimized,Michigan Wolverines Release Pregame Injury Report Ahead of Penn State Game,7.528567e-05,5,5,5,4,5,5,"Identical to zero_shot, maintaining high standards.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
79,12477,N60146,sports,A pregame injury report before the Michigan Wolverines face No. 7 Penn State in a Big Ten matchup,agentic_selected,Michigan Wolverines Release Pregame Injury Report for Penn State Matchup,7.8095174e-05,5,5,5,4,5,5,Effectively conveys the necessary information about the matchup.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
80,31766,N38735,finance,"It's tax season, and in the past couple of weeks you've probably been checking out your return or figuring out how you're going to pay your bill. Large corporations and wealthy individuals, though? They've figured out a way around that. These are the 20 countries that most often serve as tax havens, based mostly on research from activist group Oxfam.",original,The biggest tax havens in the world,0.00079290895,3,4,3,3,5,3,The headline is somewhat vague and lacks specific context from the summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
80,31766,N38735,finance,"It's tax season, and in the past couple of weeks you've probably been checking out your return or figuring out how you're going to pay your bill. Large corporations and wealthy individuals, though? They've figured out a way around that. These are the 20 countries that most often serve as tax havens, based mostly on research from activist group Oxfam.",zero_shot,20 Countries Identified as Frequent Tax Havens by Oxfam Research,0.00051440304,5,5,5,4,5,5,Clear and detailed; accurately reflects the content of the summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
80,31766,N38735,finance,"It's tax season, and in the past couple of weeks you've probably been checking out your return or figuring out how you're going to pay your bill. Large corporations and wealthy individuals, though? They've figured out a way around that. These are the 20 countries that most often serve as tax havens, based mostly on research from activist group Oxfam.",optimized,20 Countries Identified as Frequent Tax Havens by Oxfam Research,0.00051440304,5,5,5,4,5,5,"Identical to zero_shot, providing clarity and detail.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
80,31766,N38735,finance,"It's tax season, and in the past couple of weeks you've probably been checking out your return or figuring out how you're going to pay your bill. Large corporations and wealthy individuals, though? They've figured out a way around that. These are the 20 countries that most often serve as tax havens, based mostly on research from activist group Oxfam.",agentic_selected,Wealthy Individuals and Corporations Use Tax Havens During Tax Season,0.00012095974,4,4,4,4,5,4,"Captures part of the summary but lacks direct mention of the countries, making it a bit less specific.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
81,5232,N53329,health,"Approaching his 40th birthday, Aaron Archer found himself at 230 pounds and nearly 25 percent body fat. He started doing regular HIIT workouts in addition to weight training and calorie tracking, and lost 40 pounds.",original,How This Guy Lost 40 Pounds and Got Shredded for His 40th Birthday,0.99997437,4,4,3,4,4,4,"The headline is engaging and clearly states the weight loss achievement, but 'got shredded' is somewhat vague and may imply unrealistic results.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
81,5232,N53329,health,"Approaching his 40th birthday, Aaron Archer found himself at 230 pounds and nearly 25 percent body fat. He started doing regular HIIT workouts in addition to weight training and calorie tracking, and lost 40 pounds.",zero_shot,Aaron Archer loses 40 pounds through HIIT workouts and calorie tracking,0.0001910023,5,5,5,3,5,5,"Accurately summarizes the individual's weight loss methods, is clear and specific, but less attractive.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
81,5232,N53329,health,"Approaching his 40th birthday, Aaron Archer found himself at 230 pounds and nearly 25 percent body fat. He started doing regular HIIT workouts in addition to weight training and calorie tracking, and lost 40 pounds.",optimized,Aaron Archer loses 40 pounds through HIIT workouts and calorie tracking,0.0001910023,5,5,5,3,5,5,"Identical to 'zero_shot', maintaining high standards across all metrics.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
81,5232,N53329,health,"Approaching his 40th birthday, Aaron Archer found himself at 230 pounds and nearly 25 percent body fat. He started doing regular HIIT workouts in addition to weight training and calorie tracking, and lost 40 pounds.",agentic_selected,Aaron Archer Reduces Body Fat Through HIIT and Weight Training,0.00018543549,5,5,4,4,5,4,Describes the methods used for weight loss well but is slightly less specific about the amount lost.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
82,57339,N56676,news,Three former Louisville Metro Police Department officers will have to pay back thousands of dollars in restitution for an overtime scheme that lasted years. Sgt. Brian Stanfield and Detectives Todd Roadhouse and Mark Final pleaded guilty to federal wire fraud charges Monday. The three officers admitted to submitting overtime requests and collecting payments for hours they did not actually work. As part of a unit in the department's Narcotics...,original,3 former LMPD officers plead guilty to federal charges of falsifying overtime records,0.00017939656,5,5,5,3,5,4,Accurately represents the main point but could be slightly more engaging.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
82,57339,N56676,news,Three former Louisville Metro Police Department officers will have to pay back thousands of dollars in restitution for an overtime scheme that lasted years. Sgt. Brian Stanfield and Detectives Todd Roadhouse and Mark Final pleaded guilty to federal wire fraud charges Monday. The three officers admitted to submitting overtime requests and collecting payments for hours they did not actually work. As part of a unit in the department's Narcotics...,zero_shot,Three former Louisville officers ordered to pay restitution for overtime fraud,0.00013525871,5,5,5,4,5,5,"Clear and informative, with a more engaging phrasing.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
82,57339,N56676,news,Three former Louisville Metro Police Department officers will have to pay back thousands of dollars in restitution for an overtime scheme that lasted years. Sgt. Brian Stanfield and Detectives Todd Roadhouse and Mark Final pleaded guilty to federal wire fraud charges Monday. The three officers admitted to submitting overtime requests and collecting payments for hours they did not actually work. As part of a unit in the department's Narcotics...,optimized,Three former Louisville officers ordered to pay restitution for overtime fraud,0.00013525871,5,5,5,4,5,5,"Identical to zero_shot but functions equally well, presenting the facts clearly.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
82,57339,N56676,news,Three former Louisville Metro Police Department officers will have to pay back thousands of dollars in restitution for an overtime scheme that lasted years. Sgt. Brian Stanfield and Detectives Todd Roadhouse and Mark Final pleaded guilty to federal wire fraud charges Monday. The three officers admitted to submitting overtime requests and collecting payments for hours they did not actually work. As part of a unit in the department's Narcotics...,agentic_selected,Three Louisville Police Officers Plead Guilty to Overtime Fraud,7.354385e-05,5,5,5,4,5,5,Engaging and maintains all critical details.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
83,58272,N8133,autos,"Two crashes caused major issues Thursday morning near I-265 and I-65 in south Louisville. A jackknifed semi closed the ramp from I-265 West to I-65 North. That ramp has since opened. Sign up for our Newsletters The semi was leaking fuel. Another accident also blocked lanes on I-65 North, just inside I-265. READ THE FULL STORY:Crashes causing backups near I-265 and I-65 in Louisville CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top...",original,Crashes causing backups near I-265 and I-65 in Louisville,8.717519e-05,5,5,5,4,5,5,Accurately describes the incidents with clear language.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
83,58272,N8133,autos,"Two crashes caused major issues Thursday morning near I-265 and I-65 in south Louisville. A jackknifed semi closed the ramp from I-265 West to I-65 North. That ramp has since opened. Sign up for our Newsletters The semi was leaking fuel. Another accident also blocked lanes on I-65 North, just inside I-265. READ THE FULL STORY:Crashes causing backups near I-265 and I-65 in Louisville CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top...",zero_shot,Crashes near I-265 and I-65 in Louisville cause traffic backups,8.846551e-05,5,5,5,4,5,5,Preserves the main idea and is easy to understand.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
83,58272,N8133,autos,"Two crashes caused major issues Thursday morning near I-265 and I-65 in south Louisville. A jackknifed semi closed the ramp from I-265 West to I-65 North. That ramp has since opened. Sign up for our Newsletters The semi was leaking fuel. Another accident also blocked lanes on I-65 North, just inside I-265. READ THE FULL STORY:Crashes causing backups near I-265 and I-65 in Louisville CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top...",optimized,Crashes near I-265 and I-65 in Louisville cause traffic backups,8.846551e-05,5,5,5,4,5,5,Similar to zero_shot and effectively summarizes the situation.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
83,58272,N8133,autos,"Two crashes caused major issues Thursday morning near I-265 and I-65 in south Louisville. A jackknifed semi closed the ramp from I-265 West to I-65 North. That ramp has since opened. Sign up for our Newsletters The semi was leaking fuel. Another accident also blocked lanes on I-65 North, just inside I-265. READ THE FULL STORY:Crashes causing backups near I-265 and I-65 in Louisville CHECK OUT WLKY:Live. Local. Late-Breaking. Get the top...",agentic_selected,Crashes Near I-265 and I-65 Cause Major Traffic Disruptions,8.710173e-05,5,5,4,5,5,5,"Uses 'major traffic disruptions,' enhancing attractiveness while remaining factual.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
84,51584,N44471,sports,The head coach may have doomed his team - and his kicker - with the questionable call.,original,Matt Nagy defends decision to kneel before Eddy Pineiro miss,0.0002560836,4,4,4,3,4,3,The headline mentions a specific coach and kicker but lacks clarity on the implications of the decision.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
84,51584,N44471,sports,The head coach may have doomed his team - and his kicker - with the questionable call.,zero_shot,Head coach's questionable call puts team and kicker at risk,7.6586315e-05,5,5,5,4,5,5,"Clearly presents the situation's stakes, aligning well with the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
84,51584,N44471,sports,The head coach may have doomed his team - and his kicker - with the questionable call.,optimized,Head coach's questionable call puts team and kicker at risk,7.6586315e-05,5,5,5,4,5,5,Identical to zero_shot; summarizes the issue directly and effectively.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
84,51584,N44471,sports,The head coach may have doomed his team - and his kicker - with the questionable call.,agentic_selected,Head Coach's Decision Puts Team and Kicker at Risk,7.378135e-05,5,4,5,4,5,4,Effective but slightly less clear due to capitalization style; still conveys the core message.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
85,47627,N52164,weather,"Twitter user Brian the Brachiosaurus created a lovely video showing the progression of the snow in Point Place, Ohio, on Nov. 12, even though their clock literally froze from freezing rain at 3:44 p.m.",original,Brian the Brachiosaurus' snow time-lapse,0.8526757,4,4,3,3,4,3,"While the headline mentions the creator, it lacks detail on the freezing clock and location context.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
85,47627,N52164,weather,"Twitter user Brian the Brachiosaurus created a lovely video showing the progression of the snow in Point Place, Ohio, on Nov. 12, even though their clock literally froze from freezing rain at 3:44 p.m.",zero_shot,"Video Captures Snow Progression in Point Place, Ohio, Amid Frozen Clock",0.00011354339,5,5,5,4,5,5,It accurately reflects the content and includes essential details about the video and event.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
85,47627,N52164,weather,"Twitter user Brian the Brachiosaurus created a lovely video showing the progression of the snow in Point Place, Ohio, on Nov. 12, even though their clock literally froze from freezing rain at 3:44 p.m.",optimized,"Video Captures Snow Progression in Point Place, Ohio, Amid Frozen Clock",0.00011354339,5,5,5,4,5,5,"Identical to zero_shot, maintaining accuracy and clarity with full context.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
85,47627,N52164,weather,"Twitter user Brian the Brachiosaurus created a lovely video showing the progression of the snow in Point Place, Ohio, on Nov. 12, even though their clock literally froze from freezing rain at 3:44 p.m.",agentic_selected,"Video Captures Snow Progression in Point Place, Ohio",0.00014128991,4,4,3,3,4,3,"Lacks the detail of the frozen clock, which is an interesting aspect of the story.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
86,56956,N7103,foodanddrink,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on the largest bloody mary bar in Arizona. Here's the trick to making the massive drinks.,original,Here's the trick pros use to make massive bloody marys at Hash Kitchen in Phoenix,0.9999771,5,5,5,4,5,5,"Directly mentions the trick and restaurant, clear and engaging.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
86,56956,N7103,foodanddrink,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on the largest bloody mary bar in Arizona. Here's the trick to making the massive drinks.,zero_shot,Hash Kitchen in Phoenix Features Arizona's Largest Bloody Mary Bar with 60 Ingredients,0.99166167,5,5,5,3,5,4,Accurate and informative but less engaging than others.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
86,56956,N7103,foodanddrink,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on the largest bloody mary bar in Arizona. Here's the trick to making the massive drinks.,optimized,Hash Kitchen in Phoenix Offers 60-Ingredient Bloody Mary Bar,0.0033108897,5,5,5,3,5,4,"Clear and specific, but lacks a compelling hook.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
86,56956,N7103,foodanddrink,Phoenix brunch restaurant Hash Kitchen has 60 ingredients on the largest bloody mary bar in Arizona. Here's the trick to making the massive drinks.,agentic_selected,Phoenix's Hash Kitchen Offers Extensive 60-Ingredient Bloody Mary Bar,0.9980439,5,5,5,3,5,4,"Well-written and precise, but not as engaging.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
87,6951,N57318,news,"A great white shark that weighs over 2,000 pounds and measures 15 feet, 5 inches long has been swimming along the US East Coast.",original,"A 2,000-pound great white shark is swimming off the coast of Florida",0.2455776,4,4,3,4,5,4,Mentioning Florida narrows the location but is unsupported.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
87,6951,N57318,news,"A great white shark that weighs over 2,000 pounds and measures 15 feet, 5 inches long has been swimming along the US East Coast.",zero_shot,"Great white shark over 2,000 pounds spotted off US East Coast",0.00013797317,5,5,5,4,5,5,Accurate and comprehensive without unsupported claims.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
87,6951,N57318,news,"A great white shark that weighs over 2,000 pounds and measures 15 feet, 5 inches long has been swimming along the US East Coast.",optimized,"Great white shark over 2,000 pounds spotted off US East Coast",0.00013797317,5,5,5,4,5,5,"Identical to zero_shot, equally valid.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
87,6951,N57318,news,"A great white shark that weighs over 2,000 pounds and measures 15 feet, 5 inches long has been swimming along the US East Coast.",agentic_selected,"Great White Shark Weighing Over 2,000 Pounds Sighted Off US East Coast",0.00016088082,5,5,5,4,5,5,"Strong, clear, and accurate headline.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
88,34621,N12853,sports,Finley put together a performance that indicates the Bengals are still looking for their quarterback of the future.,original,Life came at Ryan Finley fast in his first career start,0.00032155975,3,3,2,2,4,3,The headline does indicate Finley's situation but lacks direct mention of the search for a quarterback and is somewhat vague.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
88,34621,N12853,sports,Finley put together a performance that indicates the Bengals are still looking for their quarterback of the future.,zero_shot,Bengals Continue Search for Future Quarterback After Finley's Performance,9.28593e-05,5,5,5,4,5,5,Clearly communicates the main idea and is specific and relevant.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
88,34621,N12853,sports,Finley put together a performance that indicates the Bengals are still looking for their quarterback of the future.,optimized,Bengals Continue Search for Future Quarterback After Finley's Performance,9.28593e-05,5,5,5,4,5,5,"Identical to zero_shot, effectively communicates the critical information.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
88,34621,N12853,sports,Finley put together a performance that indicates the Bengals are still looking for their quarterback of the future.,agentic_selected,Finley's Performance Highlights Bengals' Search for Future Quarterback,8.361565e-05,5,5,4,4,5,4,Highlights the situation effectively but slightly less specific than zero_shot and optimized.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
89,56073,N47159,lifestyle,"Michelle Mero Riedel's carefully composed garden in Oakdale is always ready for its close-up. The beds and plots are kept meticulously weeded and deadheaded, and she doesn't hesitate to move a plant that has grown too tall for the plants around it. ""I really like a tidy garden,"" said Mero Riedel. As a professional photographer, Mero Riedel relies on having a photogenic subject right outside ...",original,Photographer tends a picture-perfect garden in Oakdale,0.0005745622,5,5,4,4,5,4,Captures the essence of the garden and the photographer's intent.,"[""zero_shot"", ""original"", ""optimized"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
89,56073,N47159,lifestyle,"Michelle Mero Riedel's carefully composed garden in Oakdale is always ready for its close-up. The beds and plots are kept meticulously weeded and deadheaded, and she doesn't hesitate to move a plant that has grown too tall for the plants around it. ""I really like a tidy garden,"" said Mero Riedel. As a professional photographer, Mero Riedel relies on having a photogenic subject right outside ...",zero_shot,Michelle Mero Riedel's Oakdale Garden Perfectly Suited for Photography,0.99992,5,5,5,5,5,5,Specific and accurately reflects the photographer's focus on aesthetics.,"[""zero_shot"", ""original"", ""optimized"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
89,56073,N47159,lifestyle,"Michelle Mero Riedel's carefully composed garden in Oakdale is always ready for its close-up. The beds and plots are kept meticulously weeded and deadheaded, and she doesn't hesitate to move a plant that has grown too tall for the plants around it. ""I really like a tidy garden,"" said Mero Riedel. As a professional photographer, Mero Riedel relies on having a photogenic subject right outside ...",optimized,Michelle Mero Riedel Cultivates Garden in Oakdale for Photography,0.00027577905,5,5,4,4,5,4,Highlights the gardener's purpose but slightly less engaging.,"[""zero_shot"", ""original"", ""optimized"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
89,56073,N47159,lifestyle,"Michelle Mero Riedel's carefully composed garden in Oakdale is always ready for its close-up. The beds and plots are kept meticulously weeded and deadheaded, and she doesn't hesitate to move a plant that has grown too tall for the plants around it. ""I really like a tidy garden,"" said Mero Riedel. As a professional photographer, Mero Riedel relies on having a photogenic subject right outside ...",agentic_selected,Professional Photographer's Garden in Oakdale Always Ready for Photos,0.00059934054,5,5,4,4,5,4,Effective yet somewhat generic in phrasing.,"[""zero_shot"", ""original"", ""optimized"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
90,25614,N49789,foodanddrink,"Every week in Genius Recipes often with your help! Food52 Creative Director and lifelong Genius-hunter Kristen Miglore is unearthing recipes that will change the way you cook. Why does everyone keep talking about this chopped salad? It first started making waves in 2006 when Nancy Silverton put it on the menu at Pizzeria Mozza in Los Angeles. Thirteen years later, Food52 community members are still writing to me to tell me how genius it is. It...",original,The Genius Chopped Salad Everyone's (Still) Talking About,0.9999716,4,4,3,4,4,3,Captures the essence but lacks specific details about the origin.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
90,25614,N49789,foodanddrink,"Every week in Genius Recipes often with your help! Food52 Creative Director and lifelong Genius-hunter Kristen Miglore is unearthing recipes that will change the way you cook. Why does everyone keep talking about this chopped salad? It first started making waves in 2006 when Nancy Silverton put it on the menu at Pizzeria Mozza in Los Angeles. Thirteen years later, Food52 community members are still writing to me to tell me how genius it is. It...",zero_shot,Food52 Highlights Chopped Salad Popularized by Nancy Silverton at Pizzeria Mozza,0.9998566,5,5,5,3,5,5,Accurately reports details and context of the salad while staying clear.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
